COLUMN_NAME;DATA_TYPE_ID;PK;NULLABLE;PARTITION_KEY;VISIBLE;COLUMN_TEXT_EN;COLUMN_DESCRIPTION_EN
Risikobest_Partner_ID_LGD_Si;VARCHAR2_24;n;n;n;y;Risk-determining partner ID LGD collateral;Client specific unique identifier of the risk-determining partner in case of transactions secured by LGD-collaterals. The [Risk-determining partner ID LGD collateral] is filled only in case of transactions secured by LGD-collaterals and indicates the relevant partner for the risk calculation (in case of LGD collaterals the risk-determining partner is usually the collateral provider.)
Risikobestimmender_Partner_ID;VARCHAR2_24;n;n;n;y;Risk-determining partner ID;Client specific unique identifier of the risk-determining partner in case of transactions secured by substitution collaterals. The [Risk-determining partner ID] is filled only in case of transactions secured by substitution collaterals and indicates the relevant partner for the risk calculation (e.g. the guarantor in case of a guarantee, the insurance company in case of the assignment of a life insurance.)
Risikogew_ohne_punishment;NUMBER_9_7;n;n;n;y;Risk weight without punishment add-on;"This field states the risk weight that is applied to the transaction before an eventual add-on for not fulfilling certain regulatory requirements. This is in particular relevant for securitisations, where for example in the case of not fulfilling the requirement on due diligence one may be required to add an additional risk-weight add-on. Regulatory definitions require to be able to identify the effect (e.g. RWA increase) of such a ""punishment"", therefore it is necessary to also provide the risk weight before the risk-weight add-on was applied."
Risikogewicht_Geschaeft;NUMBER_9_7;n;n;n;y;Risk weight transaction;Risk weight calculated on transaction level (i.e. before taking into account the effect of collaterals).
Risikogewicht_Geschaeft_STA;NUMBER_9_7;n;y;n;y;Risk weight transaction STA;Risk weight calculated on transaction level according to the Standardised approach (i.e. before taking into account the effect of collaterals).
Risikogewicht_Partner;NUMBER_9_7;n;n;n;y;Risk weight partner;Risk weight calculated on partner level (i.e. before taking into account transaction specific risk parameters, without considering the residual maturity of the transaction, before taking into account the effect of collaterals).
Risikogewicht_Partner_STA;NUMBER_9_7;n;y;n;y;Risk weight partner STA;Risk weight calculated on partner level according to the Standardised approach (i.e. before taking into account transaction specific risk parameters, without considering the residual maturity of the transaction, before taking into account the effect of collaterals).
Risikogewicht_Sicherheit;NUMBER_9_7;n;n;n;y;Risk weight collateral;Final risk weight of the transaction component (taking into account the effect of collaterals).
Risikogewicht_Sicherheit_STC;NUMBER_9_7;n;y;n;y;Risk weight collateral STC;Final risk weight according to the standardised approach of the transaction component (taking into account the effect of collaterals).
Risikopartner_ID_Geschaeft;VARCHAR2_24_I;n;n;n;y;Risk partner ID transaction;Client specific unique identifier of the risk-relevant partner of a transaction. The [Risk partner ID transaction] indicates the relevant partner for the risk calculation (e.g. the borrower in case of credit transactions, the counterparty in case of derivative transactions, the issuer of the underlying in case of credit derivatives in the banking book, etc.)
Rolle_Mandant;ROLLE_MANDANT_A02132;n;n;n;y;Role of client;Relevant information in case of Securitization Exposures: This key indicates the role of the client in the securitization (investor/ sponsor/ originator).
rte_id_betr;VARCHAR2_80;?;y;n;y;;
rte_id_risik;VARCHAR2_80;?;y;n;y;;
RW_add_on_maturity_mismatch;NUMBER_9_7;n;n;n;y;Risk weight add-on due to maturity mismatch;Is the risk weight add-on for synthetic securitisation transactions based on the maturity mismatch of secondary collateral applied.
RWA_factor;NUMBER_8_7;n;y;n;y;RWA factor;"The [RWA factor] combines all factors that are applied on the final RWA:
- [SME factor]
- [EQPDLG scalar factor]
- [Lookthrough scalar factor]
- [Conservative factor]
- [RWA factor securitisation - maximum capital requirements]"
segment_id;NUMBER_9;?;y;n;y;;
Sicherheitengeber_ID;VARCHAR2_24;n;n;n;y;Collateral provider ID;Client specific unique identifier of the collateral provider of a non-LGD collateral.
Sicherheitengeber_ID_LGD_Si;VARCHAR2_24;n;n;n;y;Collateral provider ID LGD collateral;Client specific unique identifier of the collateral provider of a LGD collateral.
Sicherheitentyp_ID;VARCHAR2_6;n;y;n;y;Collateral type ID;Key that uniquely identifies the collateral type.
Sicherheitentyp_ID_LGD_Si;VARCHAR2_6;n;y;n;y;Collateral type ID LGD collateral;The [Collateral_type_ID] facilitates a client-specific unique and detailed identification of all types of collateral used. The ID is chosen by the client itself (up to 6 characters). For Italy the forma tecnica garanzia is delivered.
Sicherheitenueberschuss;NUMBER_15_2;n;n;n;y;Collateral surplus;Gives the amount of the collateral surplus of the non-LGD collateral that has not been allocated to any transaction.
Sicherheitenueberschuss_LGD_Si;NUMBER_15_2;n;n;n;y;Collateral surplus LGD collateral;Gives the amount of the collateral surplus of the LGD collateral that has not been allocated to any transaction.
Sitz_Postleitzahl;ANONYM_ZIP_CODE;n;n;n;y;Headquarters postal code;The [Headquarters postal code] indicates the relevant national postal code of the [Headquarters location].
Skalierung_Haircut_Exposure;NUMBER_10_7;n;n;n;y;Scaling haircut exposure;Scaling factor for haircut exposure due to regulatory holding periods or a non-daily revaluation.
Skalierung_Haircut_Sich_LGD_Si;NUMBER_10_7;n;n;n;y;Scaling haircut collateral LGD collateral;Scaling factor for haircut collateral due to regulatory holding periods or a non-daily revaluation.
Skalierung_Haircut_Sicherheit;NUMBER_10_7;n;n;n;y;Scaling haircut collateral;Scaling factor for haircut collateral due to regulatory holding periods or a non-daily revaluation.
Skalierung_Haircut_Waeh_LGD_Si;NUMBER_10_7;n;n;n;y;Scaling haircut currency mismatch LGD collateral;Scaling factor for haircut collateral due to regulatory holding periods or a non-daily revaluation.
Skalierung_Haircut_Waehrungsin;NUMBER_10_7;n;n;n;y;Scaling haircut currency mismatch;Scaling factor for haircut currency mismatches due to differen holding periods.
Skalierung_Risikogewicht;NUMBER_8_7;n;n;n;y;Scaling risk weight;This scaling factor is defined by the regulators and is used to adjust the risk-weight function (EU Directive October 2005: 1.06). In the Credit Risk Engine, the scaling factor is incorporated into the calculation of the BRW.
SL_Abdeckungsgradsegment;SL_ABDECKUNGSGRADSEGMENT;n;n;n;y;Key Coverage ratio segment;This key is used to identify certain transaction segments that are differentiated pursuant to the draft of the SolvV as part of the calculation of the coverage ratio (section 67 (4)) (e.g. segments that may be excluded from the IRBA for an unlimited period pursuant to section 70).
SL_Asset_type_underlying;SL_ASSET_TYPE_UNDERLYING_A05075;n;y;n;y;Key Asset type underlying;This field refers to the type of the securitised assets. It is used as input for the portfolio model.
SL_asset_value_correlation;SL_ASSET_VALUE_CORRELATIONC;n;y;n;y;Key asset value correlation;"This key indicates if the partner is a large financial entity or an unregulated financial entity according to the definition of Article 142 (4) + (5) CRR.
For Large financial entities and Unregulated financial entities the [Correlation multiplier] is set to 1,25."
SL_Ausfallereignis_IRB;SL_AUSFALLEREIGNIS_A02073;n;n;n;y;Key Default event IRB;"Relevant information in the IRB approaches: If the Key_Default_event_IRB is filled then the partner/transaction is in default.
Reference: Article 178 CRR"
SL_Ausschluss_RCI;CHAR_5;n;y;n;y;Key Exclusion RCI;For all partners the [Key: Exclusion RCI] is derived via the rule table [RT].[Partner exclusion RCI] and is written in the [PT].[Partner 2] table. It is used for excluding specific partner/transactions from being processed in RCI run.
Sl_Band_Betr_Unternehmensgr;CHAR_2;n;n;n;y;Key: Band amount company size;This key states to which band (range) the amount of the company size is allocated to. This field is needed for the filling of the QIS sheets only.
Sl_Band_Ead;CHAR_2;n;n;n;y;Key: Band EAD;This key states to which band (range) the EAD is allocated to. This field is needed for the filling of the QIS sheets only.
Sl_Band_Lgd;CHAR_2;n;n;n;y;Key: Band LGD;This key states to which band (range) the LGD is allocated to. This field is needed for the filling of the QIS sheets only.
Sl_Band_Pd;CHAR_2;n;n;n;y;Key: Band PD;This key states to which band (range) the PD transaction is allocated to. This field is needed for the filling of the QIS sheets only.
SL_Besicherungsabbildung;SL_BESICHERUNGSABBILDUNG;n;n;n;y;Key Collateralisation;This key is used to distinguish between EAD-reducing, LGD-reducing and substitution collaterals.
SL_Bezugsebene_Rating;SL_BEZUGSEBENE_A02195;n;n;n;y;Key Reference level rating;Gives the reference level of the relevant rating (e.g. partner/ transaction/ security/ risk country)
SL_Bilanzposition;SL_IDENTIFIKATION_A04147;n;n;n;y;Key Financial statement item;Indicates the [Balance sheet item] in which the participating interest is booked.
SL_BRW_formula;SL_BRW_FORMULA;n;n;n;y;Key BRW formula;"Relevant information in the IRB approaches: Specifies the risk weight formula used to calculated the risk weight of the transaction.
References: Article 153, 154 CRR"
SL_Buch;SL_BUCH;n;n;n;y;Key Book type;This attribute is used to distinguish between banking book and trading book transactions.
SL_CCP_Business_Line;SL_CCP_BUSINESS_LINE_A09054;n;y;n;y;Key CCP Business Line;For each cleared Transaction (direct or indirect) the CCP Business Line ID specifies the Default Fund Business Line where the transaction belongs to. E.g. there could be a business Line for SFTs and a separate Business Line for listed Derivatives for an individual Central Counterpart
SL_CCP_processing;SL_CCP_PROCESSING;n;n;n;y;Key CCP processing;This attribute is used to distinguish between the different types of CCP-related exposures (Trade Exposure/ Default Fund contribution/ Client transaction)
SL_CCP_qualification;SL_CCP_QUALIFICATION;n;y;n;y;Key CCP qualification;This attribute is used to distinguish between qualified and non-qualified Central Counterparties (CCPs)
SL_CCP_risk_weight_formula;SL_CCP_RISK_WEIGHT_FORMULA;n;y;n;y;Key CCP Risk weight Formula;This attribute gives the formula used to calculate the risk weight of default fund contributions to a Central Counterparty (CCP)
SL_COREP_report;SL_COREP_REPORT;n;y;n;y;Key COREP report;Indicates to which of COREP Credit Risk reports the exposure should be allocated
SL_COREP_report_delivered;SL_COREP_REPORT_DELIVERED;n;y;n;y;Key COREP report delivered;Indicates in which COREP Template the exposure should be reported
SL_Country_economic_risk_under;SL_COUNTRY_ECONOMIC_RISK_UNDER_A05046;n;y;n;y;Key Country economic risk underlying;In the portfolio model regional clusters are built. For investor/sponsor positions the legal country of the issuing SPV/financial institution is not suitable to build these clusters. Instead the country of the origin of the underlyings is needed. This attribute is needed to derive a region for Investor/Sponsor positions in the portfolio model.
SL_CR_quadrant;SL_CR_QUADRANT;n;y;n;y;Key Country risk quadrant;"This key is used to distinguish between local vs. cross border transactions and transactions in local currency vs. foreign currency. 
Relevant information for the determination of the PD add-on for transfer risk."
SL_Credit_Quality_Step;SL_CREDIT_QUALITY_STEP;n;n;n;y;Key Credit quality step;"Credit Quality step according to CRR: The credit quality step is derived from the external rating and is used to determine the risk weight according to the standardised approach.
Reference: Article 114, 2 CRR; Article 120, 1+2 CRR; Article 122, 1 CRR, Article 131 CRR"
SL_Credit_Quality_Step_incept;SL_CREDIT_QUALITY_STEP;n;y;n;y;Key Credit quality step at inception;Represents credit quality step of a securitisation exposure at the inception of exposure
SL_Credit_Quality_Step_Instrum;SL_CREDIT_QUALITY_STEP;n;y;n;y;Key Credit quality step instrument;"Credit Quality step of the instrument according to CRR: The credit quality step is derived from the external rating and is used to determine the risk weight according to the standardised approach.
Reference: Article 114, 2 CRR; Article 120, 1+2 CRR; Article 122, 1 CRR, Article 131 CRR"
SL_Credit_Quality_Step_Partner;SL_CREDIT_QUALITY_STEP;n;y;n;y;Key Credit quality step partner;"Credit Quality step of the partner according to CRR: The credit quality step is derived from the external rating and is used to determine the risk weight according to the standardised approach.
Reference: Article 114, 2 CRR; Article 120, 1+2 CRR; Article 122, 1 CRR, Article 131 CRR"
SL_Due_diligence;SL_DUE_DILIGENCE_A05044;n;y;n;y;Key Due diligence;"DIRECTIVE 2009/111/EC, Article 122a (1):
A credit institution, other than when acting as
an originator, a sponsor or original lender, shall
be exposed to the credit risk of a securitisation
position in its trading book or non-trading book
only if the originator, sponsor or original lender
has explicitly disclosed to the credit institution
that it will retain, on an ongoing basis, a material net economic interest which, in any event, shall not be less than 5 %."
SL_Durchschau_Methode_Fond_IRB;SL_DURCHSCHAU_METHODE_FOND_A03122;n;y;n;y;Key Look-through method fund IRB;This field states the method according to which in the IRB approach the average risk weight of the fund has been determined by the investment company.
SL_EAD_Family;CHAR_5;n;n;n;y;Key EAD Family;Each transaction can be allocated to an EAD family. This EAD family can then serve to allocate according EAD parameters (see UC08)
SL_EAD_Reporting;SL_EAD_REPORTING;n;n;n;y;Key EAD Reporting;Applied EAD models for the Reporting Purposes
SL_Einbeziehung_Geschaeft;SL_EINBEZIEHUNG_A04235;n;y;n;y;Key Inclusion transaction;This attribute gives the regulatory inclusion of the transaction in the relevant [Group of consolidated companies ID] e.g. fully consolidated, partially consolidated.
SL_Einbeziehung_LGD_Si;SL_EINBEZIEHUNG_A04235;n;y;n;y;Key Inclusion LGD collateral;This attribute gives the regulatory inclusion of the LGD collateral in the relevant [Group of consolidated companies ID] e.g. fully consolidated, partially consolidated.
SL_Einbeziehung_Sicherheit;SL_EINBEZIEHUNG_A04235;n;y;n;y;Key Inclusion collateral;This attribute gives the regulatory inclusion of the non-LGD collateral in the relevant [Group of consolidated companies ID] e.g. fully consolidated, partially consolidated.
SL_Exposureermittlung;SL_EXPOSUREERMITTLUNG;n;n;n;y;Key Exposure calculation;"Relevant information for the exposure calculation of derivatives/ SFTs:
Gives the method used for the exposure calculation (e.g. IMM, CEM, SHM)"
Sl_Fm_Branchensegment_Betr;SL_FM_BRANCHENSEGMENT_BETR_CEM;?;y;n;y;;
Sl_Fm_Branchensegment_Risik;SL_FM_BRANCHENSEGMENT_RISIK_CEM;?;y;n;y;;
Sl_Fm_Groessenklasse_Rte_Betr;SL_FM_GROESSENKLASSE_RTE_BETR_CEM;?;y;n;y;;
Sl_Fm_Groessenklasse_Rte_Risik;SL_FM_GROESSENKLASSE_RTE_RISIK_CEM;?;y;n;y;;
Sl_Fm_Region_Rte_Betr;SL_FM_REGION_RTE_BETR_CEM;?;y;n;y;;
Sl_Fm_Region_Rte_Risik;SL_FM_REGION_RTE_RISIK_CEM;?;y;n;y;;
SL_Geschaeftsabschlussart;SL_GESCHAEFTSABSCHLUSSART_A02401;n;n;n;y;Key Transaction execution type;This key indicates whether a treasury transaction is settled directly with the exchange, through a broker at an exchange, or whether it is settled as an OTC transaction. It is also possible to represent so-called embedded options. In this case the option is embedded in a second transaction, but is represented as a separate transaction (for purposes of derivatives statistics only).
SL_Geschaeftsart;SL_TRANSACTION_TYPE;n;n;n;y;Key Transaction type;"For [Transactions]: This attribute is used to allocate transactions to the different business units banking business, mortgage banking business and home loan associating savings business. 
Clients with non-bank status may deliver the default.
For [Line of credit]: This attribute is used to allocate lines of credit to the different business units banking business, mortgage banking business and home loan associating savings business. 
Clients with non-bank status may deliver the default."
SL_Geschaeftsausrichtung;SL_GESCHAEFTSAUSRICHTUNG_A02321;n;n;n;y;Key Transaction alignment;Buy/sell key for spot, forward and option transactions. This flag identifies the option buyer and the option writer for options. For securities portfolios, it distinguishes between purchases for asset positions and short sales. For lending and repo transactions, it distinguishes between the transferor/lender and transferee/borrower. For credit derivatives we distinguish in connection with the effect of collateral between the protection buyer and seller. For swaps no transaction orientation is indicated.
SL_Grund_SFA_nicht_anwendbar;SL_GRUND_SFA_NICHT_ANWENDBAR;n;n;n;y;Key Reason why SFA cannot be applied;This field contains information on whether the Supervisory formula for Securitization Exposures is applicable and states the reason if that is not the case.
SL_Hauptbranche_Partner;VARCHAR2_20_X;n;n;n;y;Key CE industry code partner;This attribute contains the information of industry code that the LE chose to use within the Calculation Engine processing. This choice is done via the according setting of rule table [RT].[Client specific CE processing]
SL_Hauptbranche_Sicherheit;VARCHAR2_20_X;n;y;n;y;Key CE industry code collateral;This attribute contains the information of industry code that the LE chose to use within the Calculation Engine processing. This choice is done via the according setting of rule table [RT].[Client specific CE processing]
SL_jederzeit_widerruflich;SL_JEDERZEIT_WIDERRUFLICH_A01822;n;n;n;y;Key Revocable at any time;This key is used to distinuish between revocable and irrevocable (committed) lines of credit.
SL_Kapitalabzug;SL_KAPITALABZUG_A02209;n;n;n;y;Key Capital deduction;This key divides the [transactions] that have to be deducted from the liable equity capital of the [Client] or the superordinate entities under the regulatory rules. This division leads to deduction of the transactions from the capital in order to prevent double gearing of these capital elements as risk assets. It also prevents the [Transactions] from being considered as risk assets again despite their deduction from the liable equity capital.  The key can be used to distinguish whether these transactions are treated the same way at all group levels (JG or NG), or whether the treatment only applies at [Client] level (JI or NI).
SL_Konsolidierung;SL_KONSOLIDIERUNG;n;y;n;y;Key Consolidation;"This key is used to distinguish between: 
- data sets not affected by consolidation (those enter the institute view as well as the consolidated view)
- data sets affected by consolidation, before adjustments (those enter only the institute view)
- data sets affected by consolidation, after adjustments for the specific group of consoldiated companies (those enter the consolidated view for the specific group of consolidated companies)"
SL_Korrektur;SL_KORREKTUR_CEM;n;y;n;y;Key Correktion;
SL_Kreditderivat;SL_KREDITDERIVAT_A01987;n;n;n;y;Key Credit derivative;Indicates the type of the underlying [Credit derivative].
SL_Kreditderivat_LGD_Si;SL_KREDITDERIVAT_A01987;n;n;n;y;Key Credit derivative LGD collateral;This field serves for the classification of credit derivatives
SL_Laufansatz;SL_ANSATZ;n;n;n;y;Key Run approach;The key indicates what type of portfolio run is performed.
SL_Leistungsstatus;SL_LEISTUNGSSTATUS_A00069;n;y;n;y;Key Performance status;Flag mapping the economic status of problematic partners or potential preliminary stages of problematic cases or a recovery.
SL_LGD_add_on_reporting;SL_LGD_ADD_ON_REPORTING;n;n;n;y;Key LGD add-on Reporting;Identifies the LGD classification for reporting purposes
SL_LGD_Reporting;SL_LGD_REPORTING;n;y;n;y;Key LGD reporting;Internal key used to trace the assigned LGD parameters – set via LGD rule tables inside CE
SL_LGD_Verfahren;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure;The key indicates the LGD model that was used to estimate the [Rate of proceeds uncollateralised].
SL_LGD_Verfahren_Forder_ankauf;SL_LGD_VERFAHREN;n;y;n;y;Key LGD procedure factoring;This field indicates the LGD procedure for factoring, based on which the delivered [Rate of proceeds] has been estimated.
SL_Linienebene;SL_LINIENEBENE_A01715;n;n;n;y;Key Line of credit level;"Lines of credit can be granted for a specific transaction/account or for highly diverse levels. They can be granted to the business partner, business partners, and even the ""transaction"" partner group for transactions, product types, product groups, or even on a cross-product basis. This key determines to which level a credit line is concretely allocated."
SL_Linientyp;SL_LINIENTYP_A02186;n;n;n;y;Key Line of credit type;The [Key: line type] provides information on the type and purpose of a line of credit. It distinguishes between external and internal lines of credit, various lines of credit for the purchase of securities that cannot be placed on the capital market, and various liquidity facilities for securitisation transactions.
SL_Melderecht;SL_MELDERECHT;y;n;n;y;Key Reporting regulation;Reporting regulation for which the CE-run is performed e.g. EUB3 (Basel III)
SL_Methode_IRB_Equity;SL_METHODE_IRB_A02376;n;y;n;y;Key Method IRB equity;"For [equity exposures] that are not treated with the Standardised Approach, the treatment in the IRB can be performed using the PD/LGD Approach or one of two market approaches (IMM; SMBA, PDLGD). The method must be chosen consistently with the internal risk management."
SL_methodischer_Ansatz;SL_METHODISCHER_ANSATZ;n;n;n;y;Key Methodical approach;Gives the methodical approach (Standardised approach/ IRB foundation/ IRB advanced) that was used for the calculation of the transaction component.
SL_methodischer_Ansatz_Ges_PUS;SL_METHODISCHER_ANSATZ;n;n;n;y;Key Methodical approach transaction PUS;"Gives the methodical approach (Standardised approach/ IRB foundation/ IRB advanced) that would have been used for the calculation of the transaction in the run approach PUS - without taking into account the effects of substitution collaterals.
In the run approach PUS the [Key: Methodical approach transaction] is equal to the [Key: Methodical approach transaction PUS]."
SL_methodischer_Ansatz_Gesch;SL_METHODISCHER_ANSATZ;n;n;n;y;Key Methodical approach transaction;Gives the methodical approach (Standardised approach/ IRB foundation/ IRB advanced) that was used for the calculation of the transaction - without taking into account the effects of substitution collaterals.
SL_methodischer_Ansatz_PUS;SL_METHODISCHER_ANSATZ;n;n;n;y;Key Methodical approach PUS;"Gives the methodical approach (Standardised approach/ IRB foundation/ IRB advanced) that would have been used for the calculation of the transaction component in the run approach PUS.
In the run approach PUS the [Key: Methodical approach] is equal to the [Key: Methodical approach PUS]."
SL_Net_economic_interest_ret;SL_NET_ECONOMIC_INTEREST_RET_A05042;n;y;n;y;Key Net economic interest retained;DIRECTIVE 2009/111/EC, Article 122a (1): A credit institution, other than when acting as an originator, a sponsor or original lender, shall be exposed to the credit risk of a securitisation position in its trading book or non-trading book only if the originator, sponsor or original lender has explicitly disclosed to the credit institution that it will retain, on an ongoing basis, a material net economic interest which, in any event, shall not be less than 5 %.
SL_Netting;SL_NETTING;n;n;n;y;Key Netting;Indicates netted transactions (e.g. 'O'=On-balance sheet netting, 'E'=derivatives netting, 'R'=repo netting)
SL_Netting_variant;SL_NETTING_VARIANT;n;n;n;y;Key Netting Variant;Relevant for Leverage Ratio calculation defines the kind of netting
SL_Parameterebene_CCF;SL_PARAMETEREBENE_CCF;n;n;n;y;Key Parameter level CCF;Gives the parameter level of the CCF (e.g. Line of credit / Product)
SL_Parameterebene_EAD;SL_PARAMETEREBENE_CCF;n;n;n;y;Key Parameter level EAD;Gives the parameter level of the EAD (e.g. Line of credit / Product)
SL_Parameterebene_LGD_Kompon;SL_PARAMETEREBENE_LGD;n;n;n;y;Key Parameter level LGD components;Gives the parameter level of the LGD components (e.g. Partner / Product)
SL_Parameterebene_LGD_Raten;SL_PARAMETEREBENE_LGD;n;n;n;y;Key Parameter level LGD rates;Gives the parameter level of the LGD rates (e.g. Partner / Product)
SL_Partial_Use;SL_PARTIAL_USE_A03277;n;y;n;y;Key Partial Use;"This key is used to classify all items that are part of a discontinued business segment of the client or part of the existing business eligible for exclusion of a non-discontinued business segment and which have temporarily or permanently been excluded from the application of the IRBA in the implementation plan. CRR 575/2013 Article 150 EU Directive:  1. Subject to the approval of the competent authorities, credit institutions permitted to use the IRB Approach in the calculation of risk-weighted exposure amounts and expected loss amounts for one or more exposure classes may apply Subsection 1 (= Standardised Approach) for the following:   © exposures in non-significant business units as well as exposure classes that are immaterial in terms of size and perceived risk profile; (permanent partial use). CRR 575/2013 Article 148 EU Directive:  1. Without prejudice to CRR 575/2013 Article 150, credit institutions and any parent undertaking and ist subsidiaries shall implement the IRB Approach for all exposures.  Subject to the approval of the competent authorities, implementation may be carried out sequentially across the different exposure classes, referred to in CRR 575/2013 Article 147, within the same business unit, across different business units in the same group or for the use of own estimates of LGDs or conversion factors for the calculation of risk weights for exposures to corporates, institutions, and central governments and central banks.   (Temporary partial use).    Section 70, sub-section 6 SolvV:   Pursuant to section 69 SolV, a discontinued business segment is a business segment pursuant to section 108 sentence 1 in which the client neither assumes new counterparty-risk items by concluding new transactions nor plans to do so.   Pursuant to section 68 (3), existing business eligible for exclusion is the existing business of a non-discontinued business segment provided that 1. the institute has decided to currently not record the entire existing business of the business segment in question with the rating system to be used for this business segment under the IRBA and 2. the institute can prove that recording the business using the rating saystem to be used for this business segment under the IRBA would require disproportionate efforts compared to the usual efforts undertaken by the institution to record comparable existing business with a rating system.    Transactions with 'SL Partial Use' ? 'NAG' are calculated in the Credit Risk Engine using the Standardised Approach."
SL_Partnerkategorie;SL_PARTNERKATEGORIE;n;y;n;y;Key Partner category;Classification of the partner in the IRB Approach for processing in the Credit Risk Engine (guarantor view).
SL_Partnerkategorie_Sicherheit;SL_PARTNERKATEGORIE;n;y;n;y;Key Partner category collateral;Classification of a collateralised transaction component in the IRB Approach on the basis of the attributes of a piece of substitute collateral.
SL_Partnerklassifizierung;SL_PARTNERKLASSIFIZIERUNG;n;y;n;y;Key Partner classification;Client-specific internal partner classification which can be used for the segmentation for local LGD models.
SL_PORTFOLIOSEGMENT;SL_PORTFOLIOSEGMENT_IRB;n;n;n;y;Key: Portfolio segment;"This field serves for the segmentation of the results in order to classify the exposures within the portolios for STA and GS1, respectively.
The key is composed from [RT].[Exposure class uncollateralised].[Exposure class IRB] (e.g. CL, SO, BA, etc.) and [RT].[Exposure type].[Exposure type] ('D' (drawn), 'U' (undrawn), 'O' (other off balance sheet exposures)) and is relevant for the automatic filling of the QIS sheets only."
Sl_Portfoliosegment_Irb;SL_PORTFOLIOSEGMENT_IRB;n;n;n;y;Key: Portfolio segment IRB;"This field serves for the segmentation of the results in order to classify the exposures within the portolios for both IRB approaches.
The key is composed from [RT].[Exposure class collateralised].[Exposure class IRB] (e.g. CL, SO, BA, etc.) and [RT].[Exposure type].[Exposure type] ('D' (drawn), 'U' (undrawn), 'O' (other off balance sheet exposures)) and is relevant for the automatic filling of the QIS sheets only."
SL_Position_Wasserfall;SL_POSITION_WASSERFALL_A03036;n;y;n;y;Key Position in waterfall;Determines the position of the tranche in the waterfall in comparison to the field RANKING: 'FLP': FLP or to be treated as FLP  'SLP': SLP or better  'MSP': Most-Senior-Piece (for application 'most senior' in RBA)  RBA the best risk weighting), possibly further conditions for population! Even if the data delivery is incomplete, this makes it possible to determine the ranking for certain methods (e.g. RBA).
SL_Produkt;CHAR_11_K;n;n;n;y;Key Product;Unique identification of a specific product according to the group-wide ARAMIS product catalogue.
SL_Produktklasse;SL_PRODUKTKLASSE;n;n;n;y;Key Product class;Internal clustering of the [Key: Product] used by the calculation engine.
SL_PSE_Option_STA;SL_PSE_OPTION_STA;n;n;n;y;Key PSE option STA;"This key is used to distinguish between Public sector entities that are risk weighted according to the rules for central governments (Key_PSE_option_STA = SCSB) and those that are risk weighted according to the rules for institutions (Key_PSE_option_STA = OPT1/OPT2).
Reference: Article 115 CRR"
SL_Rating_extern;SL_RATING_EXTERN;n;n;n;y;Key External rating;Indicates the origin of the external rating that was used to derive the risk weight in the standardised approach (issue rating/ issuer rating/ rating not relevant/ unrated)
SL_Ratingverfahren_IRB;SL_RATINGVERFAHREN_A01778;n;n;n;y;Key Rating method;Indicates the type of the rating method applied.
SL_Re_securitisation;SL_RE_SECURITISATION_A05045;n;n;n;y;Key Re-securitisation;"Degree of re-securitisation and complexity of securitisation. According to CRR 575/2013 Article 4 (63), , a ""re-securitisation"" means a securitisation where the risk associated with an underlying pool of exposures is tranched and at least one of the underlying exposures is a securitisation position."
SL_Reason_methodical_approach;SL_REASON_METHODICAL_APPROACH;n;n;n;y;Key Reason for methodical approach;Gives the reason why a specific transaction is calculated according to the Standardised approach (Permanent Partial Use, Exposures in Roll Out, etc.)
SL_Rechnungslegungsstandard;SL_RECHNUNGSLEGUNGSSTANDARD_A04152;n;n;n;y;Key Accounting standard;The [Key: Accounting standard] describes the legal foundations of the value adjustments / provisions
SL_rechtl_Land_LGD_Si;SL_RECHTLICHES_LAND_F00516;n;n;n;y;Key Legal country LGD collateral;"Legal country of the LGD collateral e.g. the mortgage collateral
(Numerical country code specified by German Bundesbank)."
SL_rechtl_Land_risikobest_Part;SL_RECHTLICHES_LAND_F00516;n;n;n;y;Key Legal country Risk determining partner;"Legal country of the risk-determining partner (collateral provider) of the transaction.
(Numerical country code specified by German Bundesbank)."
SL_rechtliches_Land;SL_RECHTLICHES_LAND_F00469;n;n;n;y;Key Legal country;"Relevant legal country of the tranche: In case of unsecured tranches the [Key: legal country] is equal to the legal country of the partner, in case of collateralized tranches it is equal to the legal country of the collateral.
(Numerical country code specified by German Bundesbank)."
SL_rechtliches_Land_Partner;SL_RECHTLICHES_LAND_F00469;n;n;n;y;Key Legal country Partner;"Legal country of the risk-partner of the transaction - without taking into account any collaterals.
(Numerical country code specified by German Bundesbank)."
SL_Regulatory_capital_item;SL_REGULATORY_CAPITAL_ITEM;n;n;n;y;Key Regulatory Capital item;Indicated which capital item under the regulatory framework is relevant (Tier1, Tier2…)
SL_Risikokategorie_Add_On;SL_RISIKOKATEGORIE_ADD_ON;n;y;n;y;Key Risk category add-on;Risk category of a derivative transaction (used to determine the percentage add-on) according to Article 274, 2 CRR.
SL_Risikoklasse_Equity;SL_RISIKOKLASSE_A02451;n;n;n;y;Key Risk class equity;Classifies the [Risk classes] for equities and similar products in the Standardised Approach, e.g. private equity, venture capital.
